Timestamp,Job Type,Question Type,Question,Answer,Relevance Feedback,Tone Feedback,Relevance Score,Tone Score,Acceptance Score
2025-05-21 08:48:58,Software Engineer,General,Do you prefer working independently or in a team?,"friendly culture, encouragement, appraisal ,colleagues mind their own business",Low relevance (similarity: 0.35),"('âœ… Positive tone â€“ sounds confident!', 0.4875)",0.35,0.0,0.63
2025-05-21 08:48:59,Software Engineer,General,What are your salary expectations?,when he is not approving my off time request and manager takes credit of my work,Low relevance (similarity: 0.27),"('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.0)",0.27,0.0,0.63
2025-05-21 08:49:00,Software Engineer,General,What are your strengths and weaknesses?,"to explore better options ,salary appraisal, annual allowances ","Highly relevant (model match, similarity: 0.40, relevance: 0.90)","('âœ… Positive tone â€“ sounds confident!', 0.5)",0.9,0.0,0.63
2025-05-21 08:49:01,Software Engineer,General,Tell me about yourself.,firstly i will work by making module and making chunks of code and less dependent data and add comments in the code that if in future anyone want to update it will not face any issue ,"Moderately relevant (model match, similarity: 0.41, relevance: 0.60)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.02777777777777778)",0.6,0.0,0.63
2025-05-21 08:49:02,Software Engineer,Situational,How would you deal with a teammate not pulling their weight?,because i am enthusiastic and eagerly to learn new opportunities and grow with you,"Highly relevant (model match, similarity: 0.42, relevance: 0.90)","('âœ… Positive tone â€“ sounds confident!', 0.36818181818181817)",0.9,0.0,0.63
2025-05-21 08:49:05,Software Engineer,Technical,How do you approach writing scalable code?,i failed but i learn that from these failures i dont have to stop and i have tried best alternative paths that helped me to get the solution ,"Moderately relevant (model match, similarity: 0.67, relevance: 0.60)","('âœ… Positive tone â€“ sounds confident!', 0.25)",0.6,0.0,0.63
2025-05-21 08:49:05,Software Engineer,General,Where do you see yourself in 5 years?,above 90k,Low relevance (similarity: 0.18),"('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.0)",0.18,0.0,0.63
2025-05-21 08:49:05,Software Engineer,Technical,What is your process for debugging a complex issue?,i will resolve it and try to solve it (if possible) and if i dont get the  solution i take help from the senior or the person who can solve it,"Moderately relevant (model match, similarity: 0.32, relevance: 0.60)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.0)",0.6,0.0,0.63
2025-05-21 08:49:06,Software Engineer,Behavioral,Describe a time you had a conflict with a teammate. How did you handle it?,in my app that is about the spell checker,"Highly relevant (model match, similarity: 0.33, relevance: 0.90)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.0)",0.9,0.0,0.63
2025-05-25 22:42:30,DevOps Engineer,Technical,How do you handle rollbacks during failed deployments?,"In any deployment strategy, I prioritize minimizing downtime and maintaining system integrity. I typically use blue-green or canary deployments where possible, allowing traffic to shift gradually to the new version. If an issue arises, I can quickly redirect traffic back to the stable version without downtime. I also ensure that rollback scripts and version tagging are part of the CI/CD process so that restoring the previous state is a simple, automated task. Pre-deployment smoke testing and post-deployment monitoring act as checkpoints. This proactive approach minimizes the chance of a failed deployment going unnoticed.","Highly relevant (model match, similarity: 0.64, relevance: 0.90)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', -0.13405483405483407)",0.9,0.06,0.54
2025-05-25 22:42:31,DevOps Engineer,General,What do you know about our company?,"From my research, I understand your company is a leader in cloud infrastructure, known for innovation and a strong engineering culture. What stood out to me is your commitment to open-source contributions. Your recent AWS-2 product launch also signals a growth mindset and ambition, which strongly aligns with what Iâ€™m looking for in my next challenge.",Moderately relevant (similarity: 0.54),"('âœ… Positive tone â€“ sounds confident!', 0.21666666666666665)",0.54,0.06,0.54
2025-05-25 22:42:32,DevOps Engineer,General,What are your salary expectations?,"I'm open to a competitive offer in line with the responsibilities of the role, my experience, and the industry standard. Iâ€™m more focused on the growth opportunities, the impact I can have, and the overall fit. That said, based on my research and market data for this role, I would expect something in the range of 60k to 70k, but Iâ€™m flexible for the right opportunity.","Highly relevant (model match, similarity: 0.46, relevance: 0.90)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.1976190476190476)",0.9,0.06,0.54
2025-05-25 22:42:32,DevOps Engineer,General,Do you prefer working independently or in a team?,"Both have their place. I enjoy collaborative work because diverse perspectives often lead to better solutions, especially during brainstorming or system design. That said, Iâ€™m also very comfortable working independently, particularly when executing complex tasks that require deep focus. Ultimately, Iâ€™m adaptiveâ€”I assess the need and respond accordingly to deliver results efficiently.",Moderately relevant (similarity: 0.60),"('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.16083333333333333)",0.6,0.06,0.54
2025-05-25 22:42:33,DevOps Engineer,General,Why do you want to work at our company?,"Iâ€™m looking for a place where innovation isnâ€™t just encouragedâ€”itâ€™s expected. Your company stands out because of its forward-thinking approach and real impact in the industry. The opportunity to contribute to meaningful projects while learning from a high-performing team is exactly the environment I thrive in. Plus, your emphasis on learning culture resonates with my professional values.","Highly relevant (model match, similarity: 0.61, relevance: 0.90)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.19)",0.9,0.06,0.54
2025-05-25 22:42:37,DevOps Engineer,General,How do you stay up to date with technology?,"I treat learning as a daily habit, not an occasional task. I subscribe to newsletters like TechCrunch, DevOps Weekly, and Mediumâ€™s Engineering publications. I follow industry leaders on platforms like Twitter and LinkedIn, and Iâ€™m active on GitHub to see whatâ€™s trending in open-source. I also regularly take hands-on courses from platforms like Udemy or Coursera, and experiment in sandbox environments to test new tools. What really helps me stay current is participating in developer communitiesâ€”whether on Stack Overflow or Redditâ€”which exposes me to real-world challenges and solutions.",Moderately relevant (similarity: 0.69),"('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.029004329004329005)",0.69,0.06,0.54
2025-05-25 22:42:37,DevOps Engineer,Behavioral,Tell me how you set up CI/CD pipelines in your previous projects.,"In one of my recent projects, I set up a CI/CD pipeline using GitHub Actions and Jenkins for a microservices-based architecture. The pipeline included code linting, unit testing, containerization using Docker, and deployment to Kubernetes via Helm. For CI, I configured webhooks to trigger on pull requests and merges to ensure code quality before integration. The CD side handled blue-green deployments with rollback options using ArgoCD. I also added Slack and email notifications for deployment events and failures. The end goal was to reduce manual intervention, increase deployment frequency, and maintain confidence through automated testing.","Highly relevant (model match, similarity: 0.60, relevance: 0.90)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', -0.07142857142857142)",0.9,0.06,0.54
2025-05-25 22:42:37,DevOps Engineer,Technical,What tools do you use for infrastructure monitoring?,"I typically use a combination of Prometheus and Grafana for metrics collection and visualization, which gives granular insights into system performance. For log aggregation and analysis, I use the ELK stack (Elasticsearch, Logstash, Kibana) or Loki for more lightweight setups. Alertmanager helps me configure alerts based on thresholds or anomalies. Iâ€™ve also worked with Datadog and New Relic in commercial environments for end-to-end observability. Regardless of the stack, the goal remains the same: to detect issues early, understand root causes fast, and ensure system reliability.","Highly relevant (model match, similarity: 0.61, relevance: 0.90)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.038528138528138536)",0.9,0.06,0.54
2025-05-25 22:42:38,DevOps Engineer,General,Where do you see yourself in 5 years?,"In five years, I see myself in a leadership role where Iâ€™m not only solving technical problems but also mentoring junior engineers, contributing to architectural decisions, and aligning technology with business goals. I want to be the kind of engineer who raises the barâ€”not just in code quality, but in team culture and innovation. Iâ€™m also passionate about continuous learning, so I aim to expand my expertise in areas like cloud-native architecture and AI/ML integrations where they intersect with DevOps and software engineering.","Highly relevant (model match, similarity: 0.72, relevance: 0.90)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.13749999999999998)",0.9,0.06,0.54
2025-05-25 22:42:41,DevOps Engineer,General,How do you handle stress and pressure?,"Stress is inevitable in high-impact roles, but how you manage it defines your effectiveness. I handle pressure by staying organized and prioritizing ruthlesslyâ€”I break down big challenges into actionable tasks and focus on solving them step by step. I also lean into preparation; most stressful situations are manageable if youâ€™ve prepared contingencies. Iâ€™ve learned to stay calm by focusing on what I can control, asking for help when needed, and maintaining open communication with the team. I also believe in balancing intensity with recoveryâ€”taking short breaks, reflecting on wins, and keeping a long-term mindset helps me remain consistent and resilient under pressure.",Moderately relevant (similarity: 0.74),"('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.06128747795414463)",0.74,0.06,0.54
2025-05-25 22:58:01,Software Engineer,General,Why do you want to work at our company?,"Iâ€™m impressed by your companyâ€™s commitment to innovation and its clear focus on fostering employee growth. Your recent projects in whatever, align with my passion and skill set. I want to contribute my expertise to help you solve complex challenges while growing in a culture that values collaboration and continuous learning.","Highly relevant (model match, similarity: 0.80, relevance: 0.90)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.1285714285714286)",0.9,0.15,0.32
2025-05-25 22:58:02,Software Engineer,General,Why should we hire you?,"Because I bring a combination of deep technical knowledge, problem-solving skills, and a proven track record of delivering results under pressure. Iâ€™m adaptable, a quick learner, and have strong communication skills that help me bridge gaps between teams and stakeholders effectively.","Highly relevant (model match, similarity: 0.74, relevance: 0.90)","('âœ… Positive tone â€“ sounds confident!', 0.2019047619047619)",0.9,0.15,0.32
2025-05-25 22:58:03,Software Engineer,Behavioral,Tell me about a time you failed. What did you learn?,"Once, I underestimated the complexity of integrating a third-party API, which delayed our release. I learned the importance of thorough research, early prototyping, and communicating potential risks upfront. Since then, Iâ€™ve incorporated better risk assessment practices into my workflow.",Low relevance (similarity: 0.43),"('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.19999999999999998)",0.43,0.15,0.32
2025-05-25 22:58:04,Software Engineer,Behavioral,Describe a time you had a conflict with a teammate. How did you handle it?,"In a previous project, a teammate and I disagreed on the implementation approach. I scheduled a one-on-one discussion to understand their perspective, shared my concerns openly, and we agreed on a hybrid solution that leveraged the strengths of both approaches. Open communication resolved the conflict effectively.","Highly relevant (model match, similarity: 0.84, relevance: 0.90)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.10833333333333334)",0.9,0.15,0.32
2025-05-25 22:58:09,Software Engineer,Technical,How do you approach writing scalable code?,"I start by designing modular, loosely coupled components that can be developed and scaled independently. I prioritize efficiency and readability, use caching and asynchronous processing where appropriate, and continuously profile the code under load. I also write tests to ensure stability as the codebase grows.",Moderately relevant (similarity: 0.73),"('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.05934065934065935)",0.73,0.15,0.32
2025-05-25 22:58:09,Software Engineer,General,What kind of company culture do you thrive in?,"I thrive in cultures that encourage transparency, continuous learning, and innovation. Environments where feedback is constructive, collaboration is genuine, and diversity of thought is valued help me do my best work.","Highly relevant (model match, similarity: 0.67, relevance: 0.90)","('âœ… Positive tone â€“ sounds confident!', 0.7)",0.9,0.15,0.32
2025-05-25 22:58:10,Software Engineer,Behavioral,Describe a time when you disagreed with your manager. What happened?,"I once disagreed with a proposed timeline that seemed unrealistic given the technical complexity. I respectfully presented data and alternative approaches to my manager, who appreciated the input. Together, we adjusted the timeline to something achievable without compromising quality.",Moderately relevant (similarity: 0.58),"('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.05)",0.58,0.15,0.32
2025-05-25 22:58:11,Software Engineer,General,Do you prefer working independently or in a team?,I enjoy a balance. I like collaborating with teams for ideation and complex problem solving but also appreciate the focus and ownership that comes with independent work.,Moderately relevant (similarity: 0.68),"('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.03333333333333335)",0.68,0.15,0.32
2025-05-25 22:58:11,Software Engineer,Situational,What would you do if you're given a project with unclear requirements?,"Iâ€™d start by gathering as much information as possible from stakeholders through questions and existing documentation. Then, Iâ€™d draft a scope document or prototype to validate assumptions and get early feedback. Regular communication ensures alignment as the project evolves.","Highly relevant (model match, similarity: 0.47, relevance: 0.90)","('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.0035714285714285865)",0.9,0.15,0.32
2025-05-25 22:58:13,Software Engineer,General,Tell me about yourself.,"Oh, well, I grew up in a small town where everyone knew each other, so community meant a lot to me. I used to spend hours building things with Legos and eventually got into programming. Iâ€™ve always been curious about how stuff works, and Iâ€™m pretty good at figuring things out on my own. Outside work, Iâ€™m into hiking and watching sci-fi movies. Thatâ€™s me in a nutshell.",Low relevance (similarity: 0.39),"('ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.', 0.15357142857142855)",0.39,0.15,0.32
2025-05-25 23:09:36,UI/UX Designer,General,Tell me about yourself.,Not much to say. I studied something related and now I'm here. Just doing this because I have to.,Low relevance (similarity: 0.42),ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.42,-0.05,0.28
2025-05-25 23:09:37,UI/UX Designer,General,Why do you want to work at our company?,I donâ€™t really have a reason. I just applied because it showed up in the listings.,"Low relevance (model match, similarity: 0.24, relevance: 0.30)",ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.3,0.2,0.27
2025-05-25 23:09:38,UI/UX Designer,General,Where do you see yourself in 5 years?,"No idea. Probably not doing this, though.","Low relevance (model match, similarity: 0.40, relevance: 0.30)",ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.3,0.0,0.21
2025-05-25 23:09:38,UI/UX Designer,Technical,What role does usability testing play in your workflow?,"I mean, itâ€™s there. If someone asks me to do it, Iâ€™ll do it. Otherwise, I just go with what looks right.","Moderately relevant (model match, similarity: 0.37, relevance: 0.60)",ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.6,-0.01,0.42
2025-05-25 23:09:38,UI/UX Designer,General,Do you prefer working independently or in a team?,Doesnâ€™t matter. I just get the work done and move on.,Moderately relevant (similarity: 0.51),ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.51,0.0,0.36
2025-05-25 23:09:42,UI/UX Designer,General,How do you stay up to date with technology?,"I donâ€™t really. If something new comes up and I need it, Iâ€™ll Google it.","Low relevance (model match, similarity: 0.38, relevance: 0.30)",ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.3,0.17,0.26
2025-05-25 23:09:43,UI/UX Designer,Behavioral,Tell us about a time when you had to advocate for a design decision.,"Canâ€™t think of a specific time. I usually just go with what others want, itâ€™s easier that way.","Low relevance (model match, similarity: 0.22, relevance: 0.30)",ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.3,-0.12,0.17
2025-05-25 23:09:43,UI/UX Designer,General,Why should we hire you?,I donâ€™t know. You probably have other candidates. Pick whoever.,Moderately relevant (similarity: 0.66),ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.66,-0.12,0.42
2025-05-25 23:09:47,UI/UX Designer,General,How do you handle stress and pressure?,I just ignore it. Itâ€™s not a big deal.,"Low relevance (model match, similarity: 0.38, relevance: 0.30)",ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.3,0.0,0.21
2025-05-25 23:09:51,UI/UX Designer,Technical,How do you incorporate user feedback into your designs?,"If someone complains, I might change it. Depends on the mood, I guess.","Moderately relevant (model match, similarity: 0.56, relevance: 0.60)",ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.6,0.0,0.42
2025-05-31 11:07:21,Frontend Developer,General,What are your strengths and weaknesses?,Iâ€™m a fast learner and I pay attention to detail. But I sometimes take too long trying to perfect things that donâ€™t need it.,Moderately relevant (similarity: 0.53),âœ… Positive tone â€“ sounds confident!,0.53,0.38,0.49
2025-05-31 11:07:22,Frontend Developer,General,Where do you see yourself in 5 years?,"Iâ€™d like to be more confident, experienced, and maybe leading small projects or mentoring junior devs.",Moderately relevant (similarity: 0.64),âœ… Positive tone â€“ sounds confident!,0.64,0.39,0.56
2025-05-31 11:07:23,Frontend Developer,General,What are your salary expectations?,"Iâ€™m open. Iâ€™d like something fair for an entry-level role, but I care more about learning and growing for now.",Moderately relevant (similarity: 0.53),âœ… Positive tone â€“ sounds confident!,0.53,0.4,0.49
2025-05-31 11:07:24,Frontend Developer,General,Why do you want to work at our company?,I really like the kind of work you do and the values you promote â€” it feels like a place where I could learn a lot and fit in well.,"Moderately relevant (model match, similarity: 0.44, relevance: 0.60)",âœ… Positive tone â€“ sounds confident!,0.6,0.4,0.54
2025-05-31 11:07:28,Frontend Developer,Technical,How do you ensure cross-browser compatibility in your projects?,"I stick to standard HTML/CSS practices and test in multiple browsers â€” Chrome, Firefox, and sometimes Safari or Edge.","Highly relevant (model match, similarity: 0.76, relevance: 0.90)",ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.9,0.0,0.63
2025-05-31 11:07:32,Frontend Developer,General,How do you handle stress and pressure?,"I try to break things into steps, focus on one thing at a time, and stay calm. Lists and short breaks help too.",Moderately relevant (similarity: 0.65),ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.65,0.15,0.5
2025-05-31 11:07:36,Frontend Developer,General,How do you stay up to date with technology?,"Mostly by reading dev blogs, watching YouTube tutorials, and trying out new things in side-projects.",Moderately relevant (similarity: 0.65),âœ… Positive tone â€“ sounds confident!,0.65,0.32,0.55
2025-05-31 11:07:38,Frontend Developer,Behavioral,Tell me about a time you optimized a web page's performance.,"In a uni project, I compressed images and removed unused CSS, which made the site much faster.","Moderately relevant (model match, similarity: 0.71, relevance: 0.60)",ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.6,0.2,0.48
2025-05-31 11:07:38,Frontend Developer,Behavioral,What's your approach to working with designers and translating mockups to code?,"I ask questions early, check Figma carefully, and build it in layers â€” layout first, then components and tweaks.","Highly relevant (model match, similarity: 0.53, relevance: 0.90)",ğŸ˜ Neutral â€“ consider showing more enthusiasm or details.,0.9,0.08,0.66
2025-05-31 11:07:39,Frontend Developer,General,Why should we hire you?,"Iâ€™m eager to learn, reliable, and I care about doing things right â€” even if Iâ€™m new, Iâ€™ll give it my best.","Highly relevant (model match, similarity: 0.65, relevance: 0.90)",âœ… Positive tone â€“ sounds confident!,0.9,0.47,0.77
